0.000000,0.000000,1.000000,0.000000
0.100000,0.100000,1.537667,3.767770
0.200000,0.253767,-0.721180,1.978113
0.300000,0.181649,-0.402414,-2.433728
0.400000,0.141407,-0.836007,0.826656
0.500000,0.057807,2.742390,5.596681
0.600000,0.332046,1.392503,6.401893
0.700000,0.471296,2.117908,0.345186
0.800000,0.683087,2.832651,0.273155
0.900000,0.966352,2.708506,3.945747
1.000000,1.237202,4.117541,4.071587
1.100000,1.648957,4.789038,-0.766017
1.200000,2.127860,5.506277,5.388331
1.300000,2.678488,5.995170,4.747874
1.400000,3.278005,6.722055,2.671123
1.500000,3.950211,7.015927,2.375645
1.600000,4.651803,7.904323,2.357663
1.700000,5.442236,6.835452,3.823238
1.800000,6.125781,3.891168,9.002541
1.900000,6.514898,4.216358,5.005041
2.000000,6.936533,5.586657,3.513501
2.100000,7.495199,5.484415,7.012305
2.200000,8.043641,5.803621,8.669358
2.300000,8.624003,4.938741,8.563900
2.400000,9.117877,4.773862,10.373291
2.500000,9.595263,5.867128,11.813810
2.600000,10.181976,5.003475,10.336694
2.700000,10.682323,3.789358,8.455322
2.800000,11.061259,3.782509,14.126520
2.900000,11.439510,3.012843,12.182268
3.000000,11.740794,2.787259,13.975507
3.100000,12.019520,1.698194,12.084635
3.200000,12.189340,2.250721,14.390560
3.300000,12.414412,3.794933,12.586274
3.400000,12.793905,2.303343,11.309301
3.500000,13.024239,1.241761,17.725154
3.600000,13.148415,0.626159,14.644569
3.700000,13.211031,0.433741,14.988252
3.800000,13.254405,-0.331109,10.449868
3.900000,13.221295,-1.753484,14.197682
4.000000,13.045946,-1.930860,12.653839
4.100000,12.852860,-0.511549,13.436029
4.200000,12.801705,-0.313738,15.977103
4.300000,12.770331,-1.118204,14.163580
4.400000,12.658511,-0.283116,12.171081
4.500000,12.630199,-0.067446,10.298512
4.600000,12.623455,-1.215399,12.833204
4.700000,12.501915,-0.493145,17.672897
4.800000,12.452600,-1.160036,12.827262
4.900000,12.336597,-1.242530,8.470551
5.000000,12.212344,-1.686496,8.622986
5.100000,12.043694,-0.861121,10.267630
5.200000,11.957582,-0.786028,10.868524
5.300000,11.878979,-0.517507,10.678326
5.400000,11.827229,-0.072542,13.305955
5.500000,11.819975,1.584346,11.431727
5.600000,11.978409,-0.619009,10.299232
5.700000,11.916508,0.660585,9.772198
5.800000,11.982567,1.536539,12.230666
5.900000,12.136221,2.878236,8.214421
6.000000,12.424044,2.575537,10.008353
6.100000,12.681598,5.368546,14.332036
6.200000,13.218453,6.622517,11.102092
6.300000,13.880704,6.018902,13.335765
6.400000,14.482595,6.972327,13.926851
6.500000,15.179827,7.518868,11.076195
6.600000,15.931714,7.000018,14.284541
6.700000,16.631716,5.247961,17.647665
6.800000,17.156512,5.344945,17.223472
6.900000,17.691006,3.816267,19.945991
7.000000,18.072633,3.961446,17.474501
7.100000,18.468778,3.769336,17.944787
7.200000,18.845711,1.794124,18.274409
7.300000,19.025124,0.727757,17.066711
7.400000,19.097899,-0.673644,18.030785
7.500000,19.030535,-2.931280,20.958994
7.600000,18.737407,-2.676220,18.697351
7.700000,18.469785,-2.985991,16.873458
7.800000,18.171186,-2.252306,17.904751
7.900000,17.945955,-3.261836,20.648727
8.000000,17.619772,-3.791607,16.441714
8.100000,17.240611,-4.400360,15.544759
8.200000,16.800575,-5.845489,21.852574
8.300000,16.216026,-4.524991,16.831097
8.400000,15.763527,-6.127110,14.032591
8.500000,15.150816,-6.658644,16.733648
8.600000,14.484952,-8.355648,9.825217
8.700000,13.649387,-10.179745,14.316409
8.800000,12.631412,-10.173392,13.534771
8.900000,11.614073,-10.698676,11.981451
9.000000,10.544206,-11.579829,12.268249
9.100000,9.386223,-13.356524,10.296282
9.200000,8.050570,-14.630233,7.380796
9.300000,6.587547,-14.512450,8.665728
9.400000,5.136302,-16.075089,7.657619
9.500000,3.528793,-15.869946,3.393062
9.600000,1.941798,-16.530167,1.506586
9.700000,0.288782,-17.308274,0.334873
9.800000,-1.442046,-17.741984,0.210080
9.900000,-3.216244,-16.710007,-2.282415
10.000000,-4.887245,-17.424721,-3.636864
